,DA_LMP,DA_MCC,DA_MLC,RT_LMP,RT_MCC,RT_MLC,LMP_DELTA,MCC_DELTA,MLC_DELTA,LF_Planned,LF_Actual,Outage
2014-01-28 18:00:00,392.16,93.45,6.24,112.19,0.5,3.99,-279.97,-92.95,-2.25,21158,20928,0
2014-01-28 19:00:00,395.71,84.93,6.62,113.81,1.48,4.05,-281.9,-83.45,-2.57,21722,21439,0
2014-01-28 20:00:00,328.89,67.73,5.65,78.1,1.0,2.24,-250.79,-66.73,-3.41,21471,21268,0
2014-01-28 21:00:00,339.32,83.89,7.14,84.88,-0.99,2.07,-254.44,-84.88,-5.07,21228,20889,0
2014-01-28 22:00:00,294.43,76.65,2.99,51.68,0.09,0.64,-242.75,-76.56,-2.35,20667,20420,0
2014-01-28 23:00:00,229.29,72.57,5.99,35.98,-1.01,-0.04,-193.31,-73.58,-6.03,19815,19432,0
2014-01-29 00:00:00,78.55,7.34,0.1,38.79,-1.05,-0.02,-39.76,-8.39,-0.12,18914,18796,0
2014-01-29 01:00:00,79.63,16.29,0.11,35.37,-4.77,0.11,-44.26,-21.06,0.0,18339,18242,0
2014-01-29 02:00:00,62.26,8.12,-0.44,28.41,-6.56,0.2,-33.85,-14.68,0.64,17940,17907,0
2014-01-29 03:00:00,66.76,11.48,1.62,22.1,-10.55,0.3,-44.66,-22.03,-1.32,17759,17708,0
2014-01-29 04:00:00,62.54,8.73,1.57,31.51,-4.24,0.25,-31.03,-12.97,-1.32,17723,17701,0
2014-01-29 05:00:00,80.49,18.43,-1.02,38.5,-0.52,0.11,-41.99,-18.95,1.13,18016,17982,0
2014-01-29 06:00:00,96.69,7.78,0.73,43.75,-1.77,0.24,-52.94,-9.55,-0.49,18874,18965,0
2014-01-29 07:00:00,191.64,9.98,1.84,78.36,-7.85,1.61,-113.28,-17.83,-0.23,20454,20636,0
2014-01-29 08:00:00,151.61,-8.26,3.76,60.91,-4.33,1.78,-90.7,3.93,-1.98,21178,21351,0
2014-01-29 09:00:00,251.66,129.14,3.08,53.87,-4.73,1.72,-197.79,-133.87,-1.36,21065,21004,0
2014-01-29 10:00:00,232.94,136.34,2.6,62.97,-1.51,2.23,-169.97,-137.85,-0.37,20758,20694,0
2014-01-29 11:00:00,222.02,132.58,2.4,88.04,30.86,2.06,-133.98,-101.72,-0.34,20445,20429,0
2014-01-29 12:00:00,172.98,95.83,2.63,77.85,36.48,1.39,-95.13,-59.35,-1.24,20118,20028,0
2014-01-29 13:00:00,197.56,127.16,1.9,54.27,17.42,1.22,-143.29,-109.74,-0.68,19843,19748,0
2014-01-29 14:00:00,165.29,102.46,1.49,38.92,1.82,1.04,-126.37,-100.64,-0.45,19711,19480,0
2014-01-29 15:00:00,109.59,55.94,1.09,30.37,-3.17,0.71,-79.22,-59.11,-0.38,19493,19119,0
2014-01-29 16:00:00,90.43,37.67,1.01,26.64,-4.03,0.65,-63.79,-41.7,-0.36,19286,19028,0
2014-01-29 17:00:00,114.56,45.59,1.86,36.68,-5.79,0.85,-77.88,-51.38,-1.01,19474,19193,0
2014-01-29 18:00:00,235.67,134.27,1.76,51.62,-5.37,1.04,-184.05,-139.64,-0.72,20388,20138,0
2014-01-29 19:00:00,138.46,51.74,2.74,57.34,-2.17,1.0,-81.12,-53.91,-1.74,20806,20553,0
2014-01-29 20:00:00,116.3,34.67,2.17,46.39,-2.9,0.51,-69.91,-37.57,-1.66,20559,20250,0
2014-01-29 21:00:00,83.44,14.19,0.99,44.25,-2.46,0.22,-39.19,-16.65,-0.77,20056,19752,0
2014-01-29 22:00:00,67.19,6.93,1.63,28.59,-4.97,0.13,-38.6,-11.9,-1.5,19282,18926,0
2014-01-29 23:00:00,57.72,8.12,0.19,27.76,-14.75,0.33,-29.96,-22.87,0.14,18255,17779,0
2014-01-30 00:00:00,37.02,-5.13,0.36,23.78,-26.23,0.17,-13.24,-21.1,-0.19,17584,17017,0
2014-01-30 01:00:00,28.05,-10.63,0.35,26.37,-14.9,0.26,-1.68,-4.27,-0.09,17020,16476,0
2014-01-30 02:00:00,28.02,-9.59,0.92,10.28,-27.21,0.1,-17.74,-17.62,-0.82,16605,16125,0
2014-01-30 03:00:00,27.81,-9.19,0.91,27.0,-11.46,-0.04,-0.81,-2.27,-0.95,16405,15974,0
2014-01-30 04:00:00,29.09,-9.84,0.34,15.88,-20.52,-0.13,-13.21,-10.68,-0.47,16389,15993,0
2014-01-30 05:00:00,36.85,-4.86,0.35,13.69,-26.43,0.09,-23.16,-21.57,-0.26,16689,16271,0
2014-01-30 06:00:00,48.56,-10.17,-0.02,43.3,-17.82,0.24,-5.26,-7.65,0.26,17553,17273,0
2014-01-30 07:00:00,63.62,-17.93,0.06,128.63,-24.7,0.96,65.01,-6.77,0.9,19339,18950,0
2014-01-30 08:00:00,73.54,-4.56,0.69,55.63,-14.32,0.87,-17.91,-9.76,0.18,20311,19904,0
2014-01-30 09:00:00,63.54,-2.04,0.85,52.82,-7.69,0.75,-10.72,-5.65,-0.1,20337,19942,0
2014-01-30 10:00:00,58.49,0.01,1.39,48.71,-4.69,0.82,-9.78,-4.7,-0.57,20222,19979,0
2014-01-30 11:00:00,52.63,0.95,-0.06,39.44,-3.27,0.73,-13.19,-4.22,0.79,20133,19861,0
2014-01-30 12:00:00,53.15,1.74,1.11,36.45,-1.18,0.71,-16.7,-2.92,-0.4,20033,19646,0
2014-01-30 13:00:00,43.71,-0.4,0.84,36.47,1.43,0.68,-7.24,1.83,-0.16,19887,19463,0
2014-01-30 14:00:00,41.78,0.36,1.86,36.12,1.48,0.71,-5.66,1.12,-1.15,19862,19368,0
2014-01-30 15:00:00,38.1,0.62,1.5,33.23,1.68,0.64,-4.87,1.06,-0.86,19711,19080,0
2014-01-30 16:00:00,38.61,1.52,1.48,34.49,2.97,0.59,-4.12,1.45,-0.89,19529,18993,0
2014-01-30 17:00:00,47.24,3.68,0.7,36.83,-0.97,0.67,-10.41,-4.65,-0.03,19713,19222,0
2014-01-30 18:00:00,71.27,5.67,2.52,47.71,-0.94,1.01,-23.56,-6.61,-1.51,20474,20226,0
2014-01-30 19:00:00,63.66,2.29,1.29,92.12,-6.72,1.49,28.46,-9.01,0.2,20846,21015,0
2014-01-30 20:00:00,62.62,1.33,2.4,60.58,-4.93,0.63,-2.04,-6.26,-1.77,20610,20803,0
2014-01-30 21:00:00,49.44,1.07,-0.38,55.74,5.64,0.36,6.3,4.57,0.74,20236,20516,0
2014-01-30 22:00:00,52.33,8.72,0.95,40.29,4.38,0.28,-12.04,-4.34,-0.67,19637,19816,0
2014-01-30 23:00:00,38.64,2.3,1.66,39.24,6.07,0.03,0.6,3.77,-1.63,18734,18836,0
2014-01-31 00:00:00,42.53,5.26,0.13,40.72,-4.25,0.13,-1.81,-9.51,0.0,17974,18185,0
2014-01-31 01:00:00,37.21,1.97,0.16,31.74,-0.11,0.13,-5.47,-2.08,-0.03,17461,17691,0
2014-01-31 02:00:00,29.31,-6.58,0.9,29.36,-0.45,-0.04,0.05,6.13,-0.94,17125,17324,0
2014-01-31 03:00:00,33.15,-1.29,0.15,29.43,-0.88,-0.09,-3.72,0.41,-0.24,17038,17206,0
2014-01-31 04:00:00,34.56,1.57,0.14,29.17,-0.59,-0.07,-5.39,-2.16,-0.21,17058,17225,0
2014-01-31 05:00:00,42.4,5.95,0.41,32.07,2.32,-0.02,-10.33,-3.63,-0.43,17378,17525,0
2014-01-31 06:00:00,53.23,4.04,0.16,43.34,2.7,0.08,-9.89,-1.34,-0.08,18251,18393,0
2014-01-31 07:00:00,94.88,23.3,2.3,223.17,21.93,2.87,128.29,-1.37,0.57,19739,20177,0
2014-01-31 08:00:00,70.36,1.72,1.53,150.9,70.8,2.0,80.54,69.08,0.47,20639,20962,0
2014-01-31 09:00:00,68.07,1.85,1.82,55.46,3.91,1.41,-12.61,2.06,-0.41,20749,20822,0
2014-01-31 10:00:00,66.74,2.95,1.91,52.04,1.56,1.68,-14.7,-1.39,-0.23,20617,20584,0
2014-01-31 11:00:00,62.35,2.75,1.76,66.51,0.33,1.94,4.16,-2.42,0.18,20417,20436,0
2014-01-31 12:00:00,58.47,3.64,0.69,47.77,0.34,1.46,-10.7,-3.3,0.77,20176,20115,0
2014-01-31 13:00:00,53.65,2.4,0.67,39.6,0.05,1.35,-14.05,-2.35,0.68,19941,19755,0
2014-01-31 14:00:00,49.42,0.83,1.64,39.88,0.16,1.39,-9.54,-0.67,-0.25,19790,19579,0
2014-01-31 15:00:00,45.37,1.64,1.17,34.73,-0.01,1.15,-10.64,-1.65,-0.02,19553,19245,0
2014-01-31 16:00:00,44.53,2.54,1.25,32.97,0.0,1.09,-11.56,-2.54,-0.16,19295,18994,0
2014-01-31 17:00:00,54.43,1.75,1.76,38.51,0.26,1.38,-15.92,-1.49,-0.38,19313,19181,0
2014-01-31 18:00:00,70.5,3.03,0.83,86.06,6.78,3.52,15.56,3.75,2.69,19903,19902,0
2014-01-31 19:00:00,65.05,2.89,0.76,49.77,0.01,2.15,-15.28,-2.88,1.39,20160,20326,0
2014-01-31 20:00:00,63.37,2.84,0.8,42.73,-0.18,1.84,-20.64,-3.02,1.04,19813,19987,0
2014-01-31 21:00:00,56.77,0.7,2.26,45.12,-0.35,1.88,-11.65,-1.05,-0.38,19456,19689,0
2014-01-31 22:00:00,49.75,2.47,0.27,35.08,-3.54,1.78,-14.67,-6.01,1.51,18975,19134,0
2014-01-31 23:00:00,40.43,0.43,0.18,36.3,-4.33,1.64,-4.13,-4.76,1.46,18187,18380,0
2014-02-01 00:00:00,41.79,1.25,0.95,29.77,-12.01,1.37,-12.02,-13.26,0.42,17384,17685,0
2014-02-01 01:00:00,34.65,-0.83,0.93,33.42,-1.84,0.96,-1.23,-1.01,0.03,16801,17062,0
2014-02-01 02:00:00,32.26,-1.04,0.71,29.32,-4.18,0.77,-2.94,-3.14,0.06,16366,16574,0
2014-02-01 03:00:00,29.5,-0.65,-0.11,29.98,-0.3,0.68,0.48,0.35,0.79,16160,16328,0
2014-02-01 04:00:00,28.89,-1.04,-0.12,30.25,-0.06,0.6,1.36,0.98,0.72,16057,16175,0
2014-02-01 05:00:00,31.71,-0.22,0.69,30.85,-0.37,0.58,-0.86,-0.15,-0.11,16093,16232,0
2014-02-01 06:00:00,35.32,-1.05,-0.18,31.91,-1.48,0.59,-3.41,-0.43,0.77,16363,16501,0
2014-02-01 07:00:00,42.93,-0.81,1.29,38.38,-2.28,0.96,-4.55,-1.47,-0.33,16918,17146,0
2014-02-01 08:00:00,48.33,-0.21,0.81,38.19,-0.83,1.2,-10.14,-0.62,0.39,17525,17762,0
2014-02-01 09:00:00,51.45,0.03,1.46,43.98,-0.22,1.39,-7.47,-0.25,-0.07,18028,18204,0
2014-02-01 10:00:00,47.61,-0.53,0.23,43.36,-0.44,1.48,-4.25,0.09,1.25,18279,18509,0
2014-02-01 11:00:00,44.13,-0.52,0.39,46.06,-1.09,1.8,1.93,-0.57,1.41,18171,18395,0
2014-02-01 12:00:00,40.21,-0.9,1.14,40.52,-3.75,1.61,0.31,-2.85,0.47,17997,18192,0
2014-02-01 13:00:00,35.86,-1.25,0.34,32.03,-5.31,1.33,-3.83,-4.06,0.99,17795,17884,0
2014-02-01 14:00:00,30.59,-1.89,-0.24,30.89,-4.24,1.26,0.3,-2.35,1.5,17556,17616,0
2014-02-01 15:00:00,29.53,-2.44,0.17,30.37,-1.26,1.19,0.84,1.18,1.02,17328,17424,0
2014-02-01 16:00:00,30.22,-1.81,0.68,30.19,-2.61,1.24,-0.03,-0.8,0.56,17226,17427,0
2014-02-01 17:00:00,38.12,-1.09,1.31,28.03,-27.0,2.18,-10.09,-25.91,0.87,17505,17748,0
2014-02-01 18:00:00,57.79,5.81,1.34,52.61,-2.46,2.44,-5.18,-8.27,1.1,18283,18739,0
2014-02-01 19:00:00,51.66,2.7,1.64,44.14,-3.2,1.91,-7.52,-5.9,0.27,18756,19403,0
2014-02-01 20:00:00,45.65,1.7,0.21,26.79,-31.23,2.23,-18.86,-32.93,2.02,18653,19091,0
2014-02-01 21:00:00,40.55,0.77,0.42,33.15,-3.85,1.33,-7.4,-4.62,0.91,18223,18837,0
2014-02-01 22:00:00,40.79,3.18,0.77,31.93,-2.84,1.18,-8.86,-6.02,0.41,17848,18385,0
2014-02-01 23:00:00,33.92,1.83,0.38,22.55,-16.78,1.06,-11.37,-18.61,0.68,17237,17668,0
2014-02-02 00:00:00,30.37,-4.44,0.4,33.09,-3.55,0.79,2.72,0.89,0.39,16779,17158,0
2014-02-02 01:00:00,28.47,-8.61,0.29,29.3,-1.7,0.64,0.83,6.91,0.35,16309,16724,0
2014-02-02 02:00:00,25.33,-7.22,0.26,35.26,-6.34,0.67,9.93,0.88,0.41,16023,16440,0
2014-02-02 03:00:00,25.75,-5.35,0.21,31.56,-3.71,0.62,5.81,1.64,0.41,15924,16305,0
2014-02-02 04:00:00,26.0,-5.11,0.21,31.88,-5.27,0.58,5.88,-0.16,0.37,15904,16294,0
2014-02-02 05:00:00,26.46,-3.06,-0.18,27.98,-0.42,0.42,1.52,2.64,0.6,16017,16381,0
2014-02-02 06:00:00,27.88,-4.86,0.47,31.26,-1.06,0.35,3.38,3.8,-0.12,16266,16705,0
2014-02-02 07:00:00,29.98,-6.79,0.99,40.52,-5.19,0.59,10.54,1.6,-0.4,16588,17211,0
2014-02-02 08:00:00,34.49,-3.08,0.01,40.59,-0.27,0.37,6.1,2.81,0.36,16959,17644,0
2014-02-02 09:00:00,39.16,-3.4,0.77,64.78,-0.1,0.63,25.62,3.3,-0.14,17301,18082,0
2014-02-02 10:00:00,42.85,-2.07,1.9,75.09,-0.07,1.04,32.24,2.0,-0.86,17455,18146,0
2014-02-02 11:00:00,38.62,-1.48,0.42,55.64,-0.07,0.93,17.02,1.41,0.51,17416,18024,0
2014-02-02 12:00:00,36.19,-0.42,0.24,47.96,-0.05,0.92,11.77,0.37,0.68,17290,17931,0
2014-02-02 13:00:00,34.07,-3.74,0.25,48.33,-0.49,0.93,14.26,3.25,0.68,17165,17868,0
2014-02-02 14:00:00,29.94,-7.64,0.24,42.25,-0.47,0.79,12.31,7.17,0.55,17006,17677,0
2014-02-02 15:00:00,29.97,-4.9,0.23,40.85,-0.39,0.75,10.88,4.51,0.52,16808,17446,0
2014-02-02 16:00:00,33.7,-1.88,0.24,84.88,-0.53,0.86,51.18,1.35,0.62,16782,17421,0
2014-02-02 17:00:00,34.64,-5.69,0.41,50.25,-0.7,0.48,15.61,4.99,0.07,17225,17733,0
2014-02-02 18:00:00,54.33,-0.86,1.82,45.55,-0.54,0.98,-8.78,0.32,-0.84,18325,18602,0
2014-02-02 19:00:00,51.22,-1.75,1.56,55.22,-0.14,1.42,4.0,1.61,-0.14,19016,19067,0
2014-02-02 20:00:00,48.97,-3.35,1.98,48.68,-0.5,1.41,-0.29,2.85,-0.57,18931,18964,0
2014-02-02 21:00:00,43.23,-5.22,2.62,46.48,-0.85,1.33,3.25,4.37,-1.29,18568,18738,0
2014-02-02 22:00:00,38.75,-1.85,0.49,47.93,-0.97,1.55,9.18,0.88,1.06,18086,18524,0
2014-02-02 23:00:00,34.25,-3.38,0.22,37.16,-2.68,1.26,2.91,0.7,1.04,17352,17784,0
2014-02-03 00:00:00,36.82,-5.72,0.76,31.46,-2.69,0.87,-5.36,3.03,0.11,17137,17222,0
2014-02-03 01:00:00,34.58,-5.34,0.6,31.37,-1.3,0.77,-3.21,4.04,0.17,16750,16837,0
2014-02-03 02:00:00,32.59,-6.33,0.58,32.87,-1.28,0.73,0.28,5.05,0.15,16500,16656,0
2014-02-03 03:00:00,31.93,-6.2,0.58,30.72,-0.73,0.66,-1.21,5.47,0.08,16429,16592,0
2014-02-03 04:00:00,34.44,-4.45,1.0,30.66,-1.03,0.64,-3.78,3.42,-0.36,16504,16674,0
2014-02-03 05:00:00,42.35,-0.1,0.55,32.02,-1.11,0.82,-10.33,-1.01,0.27,16902,17046,0
2014-02-03 06:00:00,58.05,1.64,0.52,45.98,-2.45,1.2,-12.07,-4.09,0.68,17967,18085,0
2014-02-03 07:00:00,76.3,5.74,1.69,92.62,-4.76,3.13,16.32,-10.5,1.44,19603,19782,0
2014-02-03 08:00:00,81.71,7.15,1.19,56.8,-6.2,2.49,-24.91,-13.35,1.3,20314,20522,0
2014-02-03 09:00:00,75.69,0.81,1.2,52.76,-7.84,2.69,-22.93,-8.65,1.49,20194,20256,0
2014-02-03 10:00:00,71.37,0.02,1.12,58.54,-1.91,2.36,-12.83,-1.93,1.24,20014,19949,0
2014-02-03 11:00:00,63.81,-0.16,1.59,56.17,-0.86,2.28,-7.64,-0.7,0.69,19836,19767,0
2014-02-03 12:00:00,57.14,-0.18,0.87,47.57,-0.74,2.31,-9.57,-0.56,1.44,19580,19637,0
2014-02-03 13:00:00,49.53,-2.73,1.88,47.86,0.32,2.1,-1.67,3.05,0.22,19347,19566,0
2014-02-03 14:00:00,47.32,-3.32,1.44,37.9,-0.32,1.61,-9.42,3.0,0.17,19255,19446,0
2014-02-03 15:00:00,41.87,-5.57,1.54,34.98,-1.44,1.4,-6.89,4.13,-0.14,19064,19263,0
2014-02-03 16:00:00,37.5,-6.0,0.47,36.47,-1.31,1.39,-1.03,4.69,0.92,18930,19175,0
2014-02-03 17:00:00,57.22,-2.02,2.11,40.59,-1.53,1.59,-16.63,0.49,-0.52,19161,19357,0
2014-02-03 18:00:00,89.42,7.16,1.96,75.77,-6.37,2.88,-13.65,-13.53,0.92,19936,20199,0
2014-02-03 19:00:00,82.91,3.65,3.45,329.12,-20.28,9.52,246.21,-23.93,6.07,20468,20821,0
2014-02-03 20:00:00,73.64,1.9,1.77,64.6,-11.75,2.13,-9.04,-13.65,0.36,20254,20563,0
2014-02-03 21:00:00,64.03,0.82,1.58,59.73,-9.6,1.97,-4.3,-10.42,0.39,19866,20136,0
2014-02-03 22:00:00,54.52,-2.48,0.9,54.27,-2.5,2.18,-0.25,-0.02,1.28,19193,19464,0
2014-02-03 23:00:00,56.92,5.15,1.74,41.93,-0.64,1.56,-14.99,-5.79,-0.18,18201,18450,0
2014-02-04 00:00:00,39.14,-8.54,0.73,47.69,-2.31,1.65,8.55,6.23,0.92,17744,17835,0
2014-02-04 01:00:00,34.73,-6.73,0.05,46.91,-3.28,1.65,12.18,3.45,1.6,17235,17273,0
2014-02-04 02:00:00,32.16,-7.19,0.22,42.33,-3.68,1.19,10.17,3.51,0.97,16889,16845,0
2014-02-04 03:00:00,35.46,-4.35,1.66,39.94,-1.31,0.97,4.48,3.04,-0.69,16733,16757,0
2014-02-04 04:00:00,32.63,-4.14,0.3,33.3,-5.16,1.16,0.67,-1.02,0.86,16731,16808,0
2014-02-04 05:00:00,39.99,-5.73,1.36,48.4,0.56,1.37,8.41,6.29,0.01,17074,17179,0
2014-02-04 06:00:00,55.58,-1.61,2.56,50.68,-8.89,1.78,-4.9,-7.28,-0.78,18073,18133,0
2014-02-04 07:00:00,81.46,6.02,1.97,76.57,-18.9,3.46,-4.89,-24.92,1.49,19738,19921,0
2014-02-04 08:00:00,76.87,5.95,0.03,71.97,-3.13,3.6,-4.9,-9.08,3.57,20600,20590,0
2014-02-04 09:00:00,74.5,6.28,0.26,69.01,0.78,3.46,-5.49,-5.5,3.2,20508,20386,0
2014-02-04 10:00:00,70.34,4.6,0.24,56.25,2.82,2.74,-14.09,-1.78,2.5,20333,20181,0
2014-02-04 11:00:00,61.27,1.24,0.42,53.65,0.99,2.52,-7.62,-0.25,2.1,20107,20099,0
2014-02-04 12:00:00,57.57,-1.04,2.78,50.72,-0.56,2.58,-6.85,0.48,-0.2,19910,19981,0
2014-02-04 13:00:00,53.49,-0.75,2.78,50.18,-0.66,2.32,-3.31,0.09,-0.46,19737,19864,0
2014-02-04 14:00:00,48.69,-3.35,2.61,52.18,-0.11,2.43,3.49,3.24,-0.18,19701,19859,0
2014-02-04 15:00:00,45.11,-4.13,2.78,43.74,-0.16,2.09,-1.37,3.97,-0.69,19560,19789,0
2014-02-04 16:00:00,44.95,-2.65,2.69,34.11,-10.8,2.11,-10.84,-8.15,-0.58,19410,19772,0
2014-02-04 17:00:00,47.43,-4.89,0.0,42.06,3.47,1.82,-5.37,8.36,1.82,19578,20082,0
2014-02-04 18:00:00,79.67,4.32,4.05,70.71,-8.42,4.24,-8.96,-12.74,0.19,20248,20795,0
2014-02-04 19:00:00,76.91,1.71,4.06,89.73,0.8,3.54,12.82,-0.91,-0.52,20675,21307,0
2014-02-04 20:00:00,65.1,-1.85,1.86,78.39,4.94,2.8,13.29,6.79,0.94,20477,21140,0
2014-02-04 21:00:00,62.64,4.37,0.99,65.07,8.65,2.18,2.43,4.28,1.19,20085,20738,0
2014-02-04 22:00:00,51.27,-0.14,1.93,45.66,-40.8,3.64,-5.61,-40.66,1.71,19477,19994,0
2014-02-04 23:00:00,44.52,-0.95,1.76,36.56,-5.42,1.56,-7.96,-4.47,-0.2,18599,18972,0
2014-02-05 00:00:00,39.54,-0.05,1.35,25.77,-8.01,0.98,-13.77,-7.96,-0.37,18088,18278,0
2014-02-05 01:00:00,35.65,0.57,1.2,21.79,-11.93,0.89,-13.86,-12.5,-0.31,17546,17715,0
2014-02-05 02:00:00,29.23,-5.18,1.12,26.5,-5.82,0.74,-2.73,-0.64,-0.38,17158,17391,0
2014-02-05 03:00:00,31.84,-2.47,1.35,24.69,-6.73,0.52,-7.15,-4.26,-0.83,17016,17237,0
2014-02-05 04:00:00,31.69,-2.24,1.32,26.25,-9.24,0.44,-5.44,-7.0,-0.88,17039,17204,0
2014-02-05 05:00:00,36.84,0.35,1.8,27.59,-4.81,0.3,-9.25,-5.16,-1.5,17407,17476,0
2014-02-05 06:00:00,41.69,-5.01,1.74,29.2,-40.22,0.83,-12.49,-35.21,-0.91,18413,18479,0
2014-02-05 07:00:00,63.92,-2.98,1.61,52.24,-9.29,1.27,-11.68,-6.31,-0.34,20012,20063,0
2014-02-05 08:00:00,63.61,-4.36,1.51,49.63,-4.45,1.66,-13.98,-0.09,0.15,20777,20728,0
2014-02-05 09:00:00,56.79,-5.64,1.39,45.06,2.59,1.26,-11.73,8.23,-0.13,20772,20660,0
2014-02-05 10:00:00,54.88,-3.63,1.33,49.45,-5.77,1.56,-5.43,-2.14,0.23,20633,20606,0
2014-02-05 11:00:00,46.64,-7.37,0.7,44.69,-3.75,1.64,-1.95,3.62,0.94,20521,20580,0
2014-02-05 12:00:00,46.12,-4.25,0.65,38.86,-3.37,1.54,-7.26,0.88,0.89,20351,20404,0
2014-02-05 13:00:00,43.6,-5.52,2.33,44.8,-6.7,1.62,1.2,-1.18,-0.71,20203,20342,0
2014-02-05 14:00:00,38.01,-7.09,0.01,40.3,-6.25,1.64,2.29,0.84,1.63,20175,20180,0
2014-02-05 15:00:00,36.25,-6.38,0.18,37.83,-3.59,1.45,1.58,2.79,1.27,20015,19948,0
2014-02-05 16:00:00,36.47,-5.51,0.18,42.27,0.78,1.39,5.8,6.29,1.21,19902,19837,0
2014-02-05 17:00:00,45.31,-6.08,0.04,49.03,0.47,1.72,3.72,6.55,1.68,20135,20048,0
2014-02-05 18:00:00,81.88,0.59,4.3,123.53,2.27,4.98,41.65,1.68,0.68,20837,20822,0
2014-02-05 19:00:00,77.63,-0.95,1.47,90.28,0.7,3.66,12.65,1.65,2.19,21457,21434,0
2014-02-05 20:00:00,71.17,-2.11,2.93,75.67,0.44,2.83,4.5,2.55,-0.1,21221,21369,0
2014-02-05 21:00:00,63.1,1.37,2.47,72.71,-0.48,2.57,9.61,-1.85,0.1,20872,21050,0
2014-02-05 22:00:00,56.65,5.97,0.56,48.06,0.28,1.76,-8.59,-5.69,1.2,20202,20280,0
2014-02-05 23:00:00,42.09,-1.91,0.57,55.6,1.13,1.43,13.51,3.04,0.86,19265,19373,0
2014-02-06 00:00:00,62.96,0.43,-0.48,43.84,-4.03,0.98,-19.12,-4.46,1.46,18494,18659,0
2014-02-06 01:00:00,58.06,-0.11,0.99,48.56,-3.68,0.88,-9.5,-3.57,-0.11,18006,18252,0
2014-02-06 02:00:00,52.16,-2.6,0.06,46.94,-3.68,0.76,-5.22,-1.08,0.7,17670,17891,0
2014-02-06 03:00:00,50.03,-4.25,0.06,39.68,-3.5,0.49,-10.35,0.75,0.43,17534,17812,0
2014-02-06 04:00:00,56.37,-1.39,2.72,41.47,-3.74,0.56,-14.9,-2.35,-2.16,17572,17749,0
2014-02-06 05:00:00,68.15,8.34,-0.47,44.87,-7.57,0.74,-23.28,-15.91,1.21,17960,18060,0
2014-02-06 06:00:00,92.91,4.12,3.39,102.31,-3.08,1.76,9.4,-7.2,-1.63,19001,19118,0
2014-02-06 07:00:00,152.96,22.99,4.46,169.68,-1.88,5.5,16.72,-24.87,1.04,20642,20747,0
2014-02-06 08:00:00,153.85,19.5,3.86,98.01,-0.15,4.53,-55.84,-19.65,0.67,21389,21413,0
2014-02-06 09:00:00,124.14,17.28,2.86,190.23,-0.24,8.86,66.09,-17.52,6.0,21240,21385,0
2014-02-06 10:00:00,122.69,14.65,2.98,144.83,0.28,7.08,22.14,-14.37,4.1,21005,21129,0
2014-02-06 11:00:00,104.56,14.25,2.49,96.7,-4.14,4.74,-7.86,-18.39,2.25,20754,20808,0
2014-02-06 12:00:00,89.96,12.33,-0.02,82.67,-2.33,3.83,-7.29,-14.66,3.85,20446,20644,0
2014-02-06 13:00:00,83.54,12.24,0.44,75.4,-0.23,3.27,-8.14,-12.47,2.83,20189,20368,0
2014-02-06 14:00:00,78.16,7.19,2.83,68.69,-0.24,3.08,-9.47,-7.43,0.25,20109,20094,0
2014-02-06 15:00:00,69.92,7.13,2.92,62.12,-0.3,2.48,-7.8,-7.43,-0.44,19912,19943,0
2014-02-06 16:00:00,69.18,8.64,2.8,68.09,-0.26,2.56,-1.09,-8.9,-0.24,19753,19834,0
2014-02-06 17:00:00,74.41,4.95,0.42,70.71,-0.3,2.92,-3.7,-5.25,2.5,19927,20050,0
2014-02-06 18:00:00,150.5,23.56,3.95,136.75,0.92,6.09,-13.75,-22.64,2.14,20648,20668,0
2014-02-06 19:00:00,141.36,17.01,4.3,150.41,-0.13,6.74,9.05,-17.14,2.44,21329,21177,0
2014-02-06 20:00:00,125.64,13.54,3.93,113.85,0.34,5.39,-11.79,-13.2,1.46,21217,20987,0
2014-02-06 21:00:00,98.17,9.67,2.42,90.9,0.96,4.55,-7.27,-8.71,2.13,20896,20768,0
2014-02-06 22:00:00,82.24,7.49,3.06,82.79,0.59,3.92,0.55,-6.9,0.86,20285,20446,0
2014-02-06 23:00:00,75.71,12.76,0.73,65.94,-0.9,2.7,-9.77,-13.66,1.97,19369,19456,0
2014-02-07 00:00:00,52.18,-14.81,0.19,59.2,-2.2,1.9,7.02,12.61,1.71,18685,18735,0
2014-02-07 01:00:00,51.66,-8.8,0.18,54.73,-1.82,1.17,3.07,6.98,0.99,18170,18244,0
2014-02-07 02:00:00,49.06,-9.03,0.18,51.31,-1.5,0.89,2.25,7.53,0.71,17791,17800,0
2014-02-07 03:00:00,52.61,-4.41,0.17,56.25,-1.84,1.09,3.64,2.57,0.92,17631,17623,0
2014-02-07 04:00:00,50.52,-7.2,0.17,55.04,-1.93,1.14,4.52,5.27,0.97,17624,17611,0
2014-02-07 05:00:00,66.51,-1.2,1.89,63.46,-2.03,1.34,-3.05,-0.83,-0.55,17937,17903,0
2014-02-07 06:00:00,90.7,-2.58,3.07,73.4,-7.87,1.53,-17.3,-5.29,-1.54,18935,18831,0
2014-02-07 07:00:00,151.42,7.8,5.46,153.22,-5.07,3.91,1.8,-12.87,-1.55,20527,20504,0
2014-02-07 08:00:00,136.22,6.97,1.94,94.9,-2.51,3.33,-41.32,-9.48,1.39,21219,21248,0
